username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Sam Lloyd,1558621521282826247,"Americus, GA",2023-01-16 06:16:12,TOMORROW I SPEND THE DAY IN SEATTLE I HAVENT BEEN IN A YEAR AND A HALF🥹,0,Twitter for iPhone,
✨Bella ✨,816131255091675136,"Vancouver, WA",2023-01-16 05:26:46,@BIGHIT_MUSIC PLEASE COME TO SEATTLE!! 🥰,0,Twitter for iPhone,
Jen Guzman,1515529652,"Portland, OR",2023-01-16 05:11:19,"@philritz1 @td_dion I would argue carfree is pretty doable in Seattle at least. We lived there five years, one car… https://t.co/4hn7Q6kqwa",0,Twitter Web App,
Jerry Belich ✨🕹️ål† ¢†rl wïzårÐ🤖✨(he/him),90702055,"Portland, OR",2023-01-16 05:07:33,@WritNelson We drove up to Seattle just for an appointment to renew it with global entry. The year in between was t… https://t.co/C1nbaAK7Nk,0,Twitter for Android,
Rosewig 🇺🇸❤️✌🏻🌎♻️⚽️🐝🪱🦋🐞🌳🪸🍄🌻,4382176514,"Beaverton, Oregon, USA",2023-01-16 04:18:25,@SagED_UP Seattle,0,Twitter for iPad,
mik,1476295311362457604,portland ,2023-01-16 03:02:15,@stepistired last thing I need is you. (i am coming to seattle.),0,Twitter Web App,
pluto ✘ 🌼🌸TEMPTATION🌸🌼,1422483666945470464,"Portland, OR",2023-01-16 03:01:02,@BIGHIT_MUSIC SEATTLE? PORTLAND? SF??? wtf,0,Twitter for iPhone,
pluto ✘ 🌼🌸TEMPTATION🌸🌼,1422483666945470464,"Portland, OR",2023-01-16 03:00:15,frustrated because why the tuck would hybe choose for txt to go to duluth and charlotte but not even consider the p… https://t.co/L82XMtlRhk,0,Twitter for iPhone,
big natural 20s,543782362,"Portland, OR",2023-01-16 02:35:38,@kferrDC @thesarahkelly portland and seattle are just two of the biggest pinball cities in the world!!portlands is… https://t.co/vgczGH1JOr,0,Twitter for iPhone,
Cherry Mendoza Ruiz 🍒 ⟭⟬,753670130,Portland Oregon,2023-01-16 02:35:21,@BIGHIT_MUSIC Seattle plz,0,Twitter for iPhone,
Shane Roach,114591373,"Portland, OR",2023-01-16 02:25:55,"This week’s edition of #ChurchCuts reporting from St. Joe’s in Seattle.

This has been featured a handful of times… https://t.co/OH4AojXpuv",0,Twitter for iPhone,
ali🧋,3235365240,"Portland, OR ",2023-01-16 01:25:39,begging for seattle. pls pls pls. even better play the moda center thank you https://t.co/bgi9OVmSQy,0,Twitter for iPhone,
Jana Casler,1585864125452029953,"Vancouver, WA",2023-01-16 01:05:27,On my way to Seattle wish me luck,0,Twitter for iPhone,
🫧🐻🌱,1286017439835201537,"Portland, OR",2023-01-16 01:04:27,@BIGHIT_MUSIC @TXT_bighit GO TO SEATTLE BROOOOOOOOOOOOOOOOO,0,Twitter for iPhone,
K is reading and writing,1482910050159005696,"Portland, OR",2023-01-16 01:03:56,&lt;screams and falls down dead&gt; I WAS NOT EXPECTING THIS! But also &lt;sobs&gt; why no Seattle? https://t.co/sLEm6xPEYA,0,Twitter for Android,
Paul Buchanan,3045410986,"Portland, OR",2023-01-16 00:46:18,@maccoinnich Was just talking with a friend about Puck and real world Seattle after passing pier 70 on @amtrak 👴,0,Twitter for Android,
(political) Purity Tester,469921287,"Portland, Oregon",2023-01-15 23:57:29,I’ve seen very little discussion on the fact that Seattle is voting on a big social housing initiative next month.… https://t.co/mPLCvpkpd8,1,Twitter for iPhone,
Ryan Sullivan,1454209103211876356,PDX,2023-01-15 23:48:35,@black_widow1015 @raincityseries Not really... Most of them were fans of other teams when those guys played.  The S… https://t.co/I5QDzhTYWg,0,Twitter for Android,
Ryan Sullivan,1454209103211876356,PDX,2023-01-15 23:47:10,"@raincityseries I write this as a Patriots fan living in Oregon who has gone to see my team play in the Kingdome, C… https://t.co/WSF7Amp3UT",0,Twitter for Android,
Ryan Sullivan,1454209103211876356,PDX,2023-01-15 23:43:10,"@raincityseries Seattle fans &lt; San Francisco fans.

Seahawks fans are the absolute worst I've ever encountered. Mos… https://t.co/CvVvKQBsSe",2,Twitter for Android,
Kelly Digges,114845707,"Beaverton, OR",2023-01-15 22:51:41,"Yeah, no points for guessing which of those we picked. Open the Forbidden Book passed with 61% of the votes. Instan… https://t.co/bv3AUqIvcL",0,Twitter Web App,
The Columbian,15079397,"Vancouver, Washington",2023-01-15 22:51:02,"SEATTLE — Seattle police are investigating several shootings in the city over the weekend, including one that kille… https://t.co/KUFsaD9qN6",0,SocialNewsDesk,
The Columbian,15079397,"Vancouver, Washington",2023-01-15 22:20:44,Seattle police investigate several weekend shootings - https://t.co/VfH4nZ2tkD,2,Automate Posts from Columbian,
KATU News,17994536,"Portland, Oregon",2023-01-15 22:00:31,"According to Seattle City Light, the outage may have been caused by an electrical conduit suspected of being hit by… https://t.co/OEWn8ca1gG",2,TweetDeck,
🏀 t h o m a s ? 🏀,165543989,"Vancouver, WA",2023-01-15 21:49:31,THis means Stewie staying in Seattle the source is me,0,Twitter for Android,
Michael White,88490523,"Portland, OR",2023-01-15 21:45:35,@RAILMag Is pioneer Portland (Seattle) to salt lake via Boise?,0,Twitter for iPhone,
Teach 🏴🏳️‍🌈,1561752932957110277,"Portland, OR",2023-01-15 21:18:44,"🚨 Seattle comrades! 🚨 
Show up for this one! https://t.co/CThZeVnaPy",0,Twitter for iPhone,
Lee Ann Moyer (she/her),506560605,Portland OR,2023-01-15 20:35:56,"At a hotel in Seattle with the kids.

Me: I think I am allergic to something in this room.
Daphne (6, dead serious)… https://t.co/8KVX0rUJmE",0,Twitter for iPhone,
Silver Talon,2667683293,"Portland, OR",2023-01-15 20:25:08,"𝕯𝖊𝖈𝖊𝖎𝖛𝖊𝖗, 𝕴 𝕬𝖒 from the Decadence and Decay LP
.
𝖀𝖕𝖈𝖔𝖒𝖎𝖓𝖌 𝕷𝖎𝖛𝖊 𝕯𝖆𝖙𝖊𝖘:
March 18th - Jules Maes Saloon, Seattle
March… https://t.co/UtWd3CmQfN",1,Twitter for iPhone,
Spicy Big Dad,559835372,"Portland, OR",2023-01-15 20:13:15,@Hockeyfrilla Cheapest I can find good quality ones here has been $12 plus shipping for 350g. There are no Chinese… https://t.co/cGxErubhMv,0,Twitter for iPhone,
Mason Clark (afk),1515456404261244928,"Portland, OR",2023-01-15 20:10:52,@G77197700 @dickfain Sure. But YAC is also LARGELY dependent on how many tackles the defense is missing and how man… https://t.co/7GU3IAL4or,0,Twitter for iPhone,
Erik W. Van Der Wolf,51922431,"Portland, OR",2023-01-15 19:53:56,"@ColinCowherd Like you said yesterday about SF &amp; Seattle, playing a team a third time you aren’t going to see too m… https://t.co/I71gBhniRf",0,Twitter for iPhone,
exciting!!excellent!!💕✨,1229127824587419648,pdx🌸,2023-01-15 19:29:35,@AratingaTweets “bloodless passive-aggressiveness” oh yeah they don’t have any of that in seattle that’s so true,0,Twitter for iPhone,
tha dark jesta,3031898160,"Portland, OR",2023-01-15 19:00:44,Seattle Tuesday night. Would love to see my friends. Come rock with us like you know you’ve been wanting to. https://t.co/lElFHh5tJ4,3,Twitter Web App,
Joe,259890208,"Portland, OR",2023-01-15 18:26:47,"@Showtime_C49 Already pivoted to hockey, aka the Seattle Special™️ move https://t.co/FhdtbdOPLY",0,Twitter for iPhone,
Portland Tribune,55473790,"Portland, OR",2023-01-15 17:28:36,Service is resuming to pre-pandemic levels. https://t.co/P6JPFAfXvM,0,SocialNewsDesk,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-15 17:26:50,"To be honest, 
bus drivers have done more for my community than cops ever have.

#busdriver
#Portland
#Trimet… https://t.co/NnzPRvr1eG",2,Twitter for Android,
Dave Daley,3229988162,"Portland, OR",2023-01-15 17:05:07,"@SagED_UP Have lived in both, Seattle for sure. Chicago has the worst weather of any City I’ve ever spent time in.",0,Twitter for iPhone,
Bolshetrick 🔧 🚩🐴 🌹,926605714772058112,"Portland, OR",2023-01-15 15:59:32,"This is an incredible picture. 

Everyone in this picture is someone who I helped recruit or was recruited by someo… https://t.co/BQvpH9Nv23",9,Twitter for iPhone,
ashley adams,2366479009,"Vancouver, WA",2023-01-15 11:55:19,"Regardless of the game last night, I'm proud of Geno and the Hawks. This has been a great year of sports in Seattle… https://t.co/FSyuOnf88I",0,Twitter for Android,
It’s 🦑 🔜 Bedtime😪,90540584,"Portland, OR",2023-01-15 10:34:14,"Hey, @Subtronics are you afraid of the #PNW? 🥺 Portland and Seattle area want to see you. ❤️",0,Twitter Web App,
12:51,1305668705049665536,Portland,2023-01-15 09:14:30,Seattle https://t.co/vNF4R3QExG,0,Twitter for iPhone,
Devteamhunter,1441526423252918273,Portland Oregon,2023-01-15 08:42:46,#Seattle #California #Utah #Washington #LA The city of #Portland below standard in living conditions don’t let the… https://t.co/o2SyQa0cax,0,Twitter for iPhone,
steve tenhonen,38582757,"Portland, OR",2023-01-15 08:05:03,@ThatWeekInSNL How did he end up hosting? Did a guest cancel? Last I heard the father was preforming private weddin… https://t.co/BxUU5KvRBI,0,Twitter for iPhone,
m✰xwell,1105957969726853120,"Portland, OR",2023-01-15 08:02:16,@liltjay please come to portland or at least seattle,0,Twitter for iPhone,
Paul Buchanan,3045410986,"Portland, OR",2023-01-15 06:11:58,@Spottnik Portland had more per capita and 2x as many as Seattle. Bruh you got any #VisionZero Champs you can send… https://t.co/5HpTAQ6rEr,0,Twitter for Android,
Anne-Marie Clark 🃏💜💚💛🃏,341725108,"Portland, OR",2023-01-15 06:03:38,Wanna go for a dog walk in Seattle's Washington Park Arboretum? Lots of misty trees &amp; muddy dogs having January fun… https://t.co/x7lXU47QQ6,0,Twitter Web App,
James Taylor,3730447096,"Seattle, Wash. ",2023-01-15 06:01:56,"My friend has a decently large 3 bedroom house with a garage and large front, back, and side yards in Portland and… https://t.co/1ATaZk3uXL",3,Twitter for iPhone,
Jacob Parker,1417224771213819904,"Portland, OR",2023-01-15 05:57:09,@SagED_UP Chicago. And this is coming from a PNW native lol Seattle sucks.,0,Twitter for Android,
Bobby Alverts,28302336,"Portland, OR",2023-01-15 05:12:49,@OfficialOPLive Time to venture out to Portland 46F or Seattle 54F,0,Twitter for iPhone,
Dash Pederson,937109768350474241,"Portland, OR",2023-01-15 04:27:59,Brandon Staley you are the new head coach of the Seattle Sea Dragons,0,Twitter for iPhone,
josh 🔥🌲💨,604492071,"Portland, OR",2023-01-15 04:00:28,Seattle Kraken in 2023! #SeaKraken https://t.co/UbJbSnIPAo,0,Twitter for iPhone,
The Super Kupp/Beauchamp Collector,959764992290467840,"Vancouver, WA",2023-01-15 04:00:09,"@bgrisakDTR 1000% Seattle is the mortal enemy. Mainly because I'm from Washington and the ""fan"" base didn't show up… https://t.co/WrmZKwh0Xx",0,Twitter for Android,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-15 03:42:39,"My friend @Twolfrecovery lived in the Tenderloin, homeless, in active addiction. 

When we were in Seattle, at the… https://t.co/nz06k1oF1M",15,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-15 03:40:09,"My friend @Twolfrecovery lived in the Tenderloin, homeless, in active addiction. 

When we were in Seattle, at the… https://t.co/HK81remtTQ",0,Twitter for iPhone,
Nate Brantley,209938496,"Vancouver, WA",2023-01-15 03:31:43,"@CaptainBalding1 @GerberKawasaki @GuyAdami The Oregon side has a little more softness, outside of Portland metro. S… https://t.co/uiwizDDqOD",0,Twitter for iPhone,
Brice Larson,1177461275518877696,Happy Valley ,2023-01-15 03:09:33,"Final || @espn960sports 

@UVUmbb 80
@seattleumbb 85 

Seattle hit 12 threes, the most given up by UVU this season,… https://t.co/IKJVa2ve3F",1,Twitter for iPhone,
sacha!,737456285365346304,"Portland, OR",2023-01-15 02:55:39,"i’m sad that i didn’t get to try the streetcar, Rapid Ride, or trolley buses, but i plan on visiting Seattle again… https://t.co/54sfg5iR3t",0,Twitter for iPhone,
sacha!,737456285365346304,"Portland, OR",2023-01-15 02:55:24,fares were the only confusing aspect of the ferry. walk-ons departing Seattle are $10 but trips into Seattle are fr… https://t.co/dORzRrpEJO,0,Twitter for iPhone,
sacha!,737456285365346304,"Portland, OR",2023-01-15 02:55:23,"⛴️
the star of the trip was the @wsferries! i stayed on Bainbridge Island and taking the ferry into downtown Seattl… https://t.co/asIjdMVhO1",0,Twitter for iPhone,
sacha!,737456285365346304,"Portland, OR",2023-01-15 02:55:17,"Seattle Transit Mega Thread! 🧵

after my quick trip to Seattle i want to compile my first impressions of the 1 Line… https://t.co/Ko66aXcEt5",3,Twitter for iPhone,
Viscount01,1304593969465233410,"Portland, Oregon",2023-01-15 02:46:17,@jack_dire You mean the seattle sea chickens?,0,Twitter Web App,
Brice Larson,1177461275518877696,Happy Valley ,2023-01-15 02:44:00,"2H || U4 

UVU 73
Seattle 68 

Bandaogo with a career high 21 points 11 Reb and 7 asst. 

Gonna be a great finish in Orem!",0,Twitter for iPhone,
Brian Haley,214545756,"Portland, OR",2023-01-15 02:43:26,@alanlmatthews I’ll be heading up to Seattle in the next few months or so and keep you posted!,0,Twitter for iPhone,
zachary letner,1127481662,"Portland, OR",2023-01-15 02:20:03,@DimFilipovic That Tolvanen pickup by Seattle tho!,0,Twitter Web App,
DavidRCTID,1148718979998859264,"Portland, OR",2023-01-15 02:15:09,@picklesbaseball I prefer this kind of seattle offense https://t.co/JGb5LEB4LO,0,Twitter for Android,
JK,1443071238239182853,"Willamette Valley, OR",2023-01-15 02:10:50,@sexysportslover Ok Seattle couldn’t hang,0,Twitter for iPhone,
QuackPack4,1106556512845983744,"Portland, OR",2023-01-15 02:08:15,"Well since packers are out thought I’d root for Seattle being in the PNW, now Seattle’s out let’s go Chargers I gue… https://t.co/e9fLekKYcr",0,Twitter for iPhone,
Jennifer Smoral,238375871,"Portland, OR",2023-01-15 01:56:25,"Not a big fan of Seattle, but a BIG Geno Smith fan! 👏🏻 https://t.co/lLAdyweSG8",0,Twitter for iPhone,
Joshua Critzer,254566794,"Portland, OR",2023-01-15 01:39:28,"@SonnyDoney97 @Kurtpohs Correct, all three picks were conditional on Wiesblatt being sent back. The deal is essenti… https://t.co/bSAOYnk1FS",0,TweetDeck,
Brice Larson,1177461275518877696,Happy Valley ,2023-01-15 01:31:29,"1H || U8 

UVU 24 
Seattle 32 

Seattle is 6-12 from deep and not afraid to take shots from anywhere on the court s… https://t.co/VlzYcMjkEY",0,Twitter for iPhone,
levi,849963333381791744,"Portland, OR",2023-01-15 01:29:58,"fuck man i played so good if i played all my matches i would’ve definitely got top 50, sold just to watch seattle g… https://t.co/XDxVRZe7yJ",0,Twitter for iPhone,
Penny Chenoweth🇺🇸,817093302331666432," Portland, OR",2023-01-15 01:10:47,"@based_seattle I worked there one summer, at the NTSB office. I’d eat lunch up on the roof and watch the then-new 7… https://t.co/Flla966pL1",0,Twitter for iPad,
Jason Notte,31222715,"Portland, OR",2023-01-15 01:02:03,"@Msbeervendor That's the other reason I haven't gone to a game in Seattle yet: Too tempting to go over to @kexp, ba… https://t.co/YQGL79IFvx",0,Twitter Web App,
Bolshetrick 🔧 🚩🐴 🌹,926605714772058112,"Portland, OR",2023-01-15 01:01:04,About to broadcast live from Seattle! https://t.co/uvp3g2zsZB https://t.co/TQxSLbubJe,2,Twitter for iPhone,
Jason Notte,31222715,"Portland, OR",2023-01-15 01:00:19,@Msbeervendor When you already have Beniers and Burakovsky. It's turning into something in the Seattle Center.,0,Twitter Web App,
Sherry,35332229,Portland Oregon,2023-01-15 00:57:23,@IRConfidencePod Chargers by 3. My Niners took care of Seattle in fine fashion!🏈,0,Twitter Web App,
Jason Notte,31222715,"Portland, OR",2023-01-15 00:54:46,"@Msbeervendor Those Vegas games look like they're going to be 1-0 affairs. Kraken has a great blue line, but those… https://t.co/ioLdOb2uxV",0,Twitter Web App,
FOX 12 Oregon,15564045,"Beaverton, OR",2023-01-15 00:51:20,"SANTA CLARA, Calif. (@AP) --  Brock Purdy threw three touchdown passes and ran for a fourth score in his playoff de… https://t.co/A2MdkXTteS",1,Twitter Web App,
Sherry,35332229,Portland Oregon,2023-01-15 00:48:57,@nlltrt That was an awesome game especially since we beat the Seahawks! I loath Seattle!,0,Twitter Web App,
Dawson Nance,1341210804129959938,"Vancouver, WA",2023-01-15 00:47:29,"49ers own the NFC West, they own Seattle. #49ersfaithful",0,Twitter for iPhone,
mig,88823143,vancouver wa,2023-01-15 00:47:16,Regardless that was a great game couldn't have asked for a better season thank you Seattle,1,Twitter for iPhone,
Matt Helvie,965148823,"Portland, OR",2023-01-15 00:45:26,"Gonna go ahead and throw this out now. 

Seattle is going to be scary good next year. Top picks to secure both line… https://t.co/Xk5H6DleEx",0,Twitter for Android,
BG,4920280156,"Portland, OR",2023-01-15 00:45:25,Seattle actually thought they had a chance.. TAHHHHH 😂🤫🙃,0,Twitter for iPhone,
Jeremy Kawika,52266366,"Vancouver, Washington",2023-01-15 00:39:11,@claytc11 @Matt_Manning85 It's an overreaction. Feels like the Stetson Bennett discourse all over again. He's drivi… https://t.co/atvazMnTSC,0,Twitter for Android,
Hassan Hashi,1212497585887268864,"Portland, OR",2023-01-15 00:37:34,Can we start the petition for Derek Carr to Seattle 📝,0,Twitter for iPhone,
Jeremy Kawika,52266366,"Vancouver, Washington",2023-01-15 00:36:37,"Sucks to lose, but 2022 was a huge success for the Hawks. A popular pick to be drafting #1 overall in 2023, nobody… https://t.co/s4E5Z4f6ST",0,Twitter for Android,
Thomas M. Ybarra ☕️,341864381,"Portland, OR",2023-01-15 00:25:55,This Seattle Seahawks game is so sad 😞,0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-15 00:23:04,@Smaug55 Wasn’t lucky enough to play this Seattle defense lol,0,Twitter for iPhone,
D...FIGHTFORRIGHTS,1374458531034718218,"Portland, OR",2023-01-15 00:23:01,Figures Seattle! The one game that matters and you suck!!,0,Twitter for iPhone,
Salsaknuckles,4746642493,"Vancouver, WA",2023-01-15 00:22:13,@Seahawks Seahawks were dominating the game until the crooked Refs started making phantom calls against seattle.  Game is totally Rigged!,0,Twitter for iPhone,
HYPEFEAST MILFORD,1319491499331997698,North Portland ,2023-01-15 00:13:18,Seattle Seahawk in the 1st half vs the 2nd half https://t.co/y4MlYeWHJT,0,Twitter for iPhone,
Torn ACL,245018187,portland OR,2023-01-15 00:10:46,SEATTLE !!!! 🧀 https://t.co/5ndhZKpeKZ,0,Twitter for Android,
T-money💲,3107782868,"Vancouver, WA",2023-01-15 00:09:53,Will Anderson I pray seattle draft you,0,Twitter for iPhone,
Joe Simons,211376172,"Portland, OR",2023-01-15 00:09:09,"Yeah, the 49ers are the scariest team in the league. 30 minutes ago it looked like Seattle might win and now it's a complete dump trucking.",0,Twitter Web App,
justin block,40580353,"Portland, OR",2023-01-15 00:07:13,"fuck seattle, i’m going to kroger now",0,Twitter for iPhone,
KeAloha Oyer,10821432,"Portland, OR",2023-01-15 00:03:52,Bye Seattle 👋,0,Twitter for iPhone,
SUUQ-YARE,2715587358,portland Oregon,2023-01-15 00:03:12,Seattle need to draft linebackers forget the DL smh,0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-15 00:02:50,Goodnight Seattle.,0,Twitter for Android,
Adam Booker,381855107,"Portland, Oregon",2023-01-14 23:58:27,Total capitulation from Seattle in the last 10 minutes of play,0,Twitter Web App,
skywaker9,15985291,"Portland, OR",2023-01-14 23:55:16,Cheating.... Seattle.,0,Twitter for Android,
james_roe,16358225,Portland OR,2023-01-14 23:52:19,@J_G_Thorne @irshhnr4 @AmakaUbakaTV The Seattle NAMBLA statue would like a word. https://t.co/raJvNujY5m,0,Twitter Web App,
Carson,2808366505,"Portland, OR",2023-01-14 23:49:08,The Seattle Seahawks trying to play defense https://t.co/OOdVBAF85u,1,Twitter Web App,
WadeGarrett1527,1598906353871097856,"Beaverton, OR",2023-01-14 23:41:33,@BarstoolBigCat That bs call caused Seattle to not be able to run for a first and instead have to pass. Just brutal… https://t.co/ItlV3wBG24,0,Twitter for iPhone,
Chris Mike,19349220,Portland OR,2023-01-14 23:40:15,I can hear people in Seattle screaming at their TVs from Portland.  #GoNiners,0,Twitter for iPhone,
Bubba Warren,255918408,"Portland, OR",2023-01-14 23:38:59,Seattle about to let this one slip away,0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-14 23:35:02,Is indiscriminately funneling money away from coffee farmers and into the hands of Seattle and Toronto and Silicon… https://t.co/oML9SLGJYe,1,CoSchedule,
JOEY,2262451992,"Portland, OR",2023-01-14 23:32:35,@hovibabyy He left that in seattle,0,Twitter for iPhone,
Figy🏳️‍⚧️,1559566779898142721,"Portland, OR",2023-01-14 23:26:30,"This just in: gay boy who knows nothing about baseball wears a Seattle Mariners sweater, gets arrested https://t.co/QDiFsw09nR",0,Twitter for iPhone,
Paul Williams,23732100,"Portland, OR",2023-01-14 23:25:05,"@caliking49er17 Another game, another missed call benefiting Seattle. Surprise surprise",0,Twitter for iPhone,
Frosti Chops,966058770521468928,"Portland, OR",2023-01-14 23:20:05,@AesculusGlabra_ @EvanHillHB Ehh one year of sweeping Seattle doesn’t give them that,0,Twitter for iPhone,
Rory Shortell,208841357,"Portland, OR",2023-01-14 23:15:28,"@ClancysCorner Literally if we just traded 2022 drafts with Seattle, we would be set up with one of the best young… https://t.co/5t1ses8zaM",0,Twitter for iPhone,
The Oregonian,2992751,"Portland, Oregon",2023-01-14 23:09:02,Seattle-area former lawyer accused of stabbing rival https://t.co/BrDBfhcGch,0,SocialNewsDesk,
Jason Altig,1576342055802261505,"Vancouver, WA",2023-01-14 23:05:53,@Canucks Yeah. I’ll follow WHL action instead of this. Hey that’s an idea. Next time Canucks play Seattle just forf… https://t.co/BvWYlh4bpG,0,Twitter Web App,
Mohammed Alsharif,1582177616492376065,"Portland, Oregon",2023-01-14 23:05:47,Nah bro even as a Seattle fan I’m surprised they doing good against the juggernaut 49ers,0,Twitter for iPhone,
Steven Shomler,94299934,Portland Oregon,2023-01-14 23:01:45,Dang! Seattle came to play! Seahawks leading at the half. They just keep fighting #NFL #Playoffs https://t.co/NGGhtTmFT1,0,Twitter for iPhone,
Rodney “Quills” Dinkins,1066560648342134784,"Portland, OR",2023-01-14 23:00:11,Ward just gifted Seattle 3,0,Twitter for iPhone,
GNAC Sports,168787364,"Portland, Oregon",2023-01-14 22:57:40,#GNACWBB | @MSUBsports retakes second place in the standings with a 66-49 win over Seattle Pacific! Cariann Kunkel… https://t.co/2ynU0JtO5X,0,TweetDeck,
Carson,2808366505,"Portland, OR",2023-01-14 22:51:02,Seattle's defense is so bad it's actually incredible they've won as many games as they have,0,Twitter Web App,
Cam Sommer,326525347,Portland ,2023-01-14 22:45:16,With how often SF goes through dry spells offensively if Seattle can get another score here.. Things can get dicey,0,Twitter for iPhone,
🏀 t h o m a s ? 🏀,165543989,"Vancouver, WA",2023-01-14 22:39:53,But the TL said purdy was carving seattle up ad couldnt be stopped,0,Twitter for Android,
Secret Harborer,1433252677098647555,PDX,2023-01-14 22:38:51,@Standing720 here's hoping. I'm rooting for seattle myself just bc I like underdogs lol,0,TweetDeck,
Cam ☕️ 🍺,1636370965,"Portland, OR",2023-01-14 22:36:54,OH NOW… the commentators wanna talk about Seattle… oh STFU and keep sucking the niners 😆😂,0,Twitter for iPhone,
Frank Lucas,1305612174304227328,"Portland, OR",2023-01-14 22:28:22,Could be worse for Seattle.,0,Twitter for iPhone,
Kurt Rosenberg,3081958608,"Portland, Oregon ",2023-01-14 22:23:08,"@sean_burg99 @sexysportslover As a Portlander, I can't root for Seattle.  So, SF has always been my team!  And, I a… https://t.co/yQmDZlOvvx",0,Twitter Web App,
Rory Shortell,208841357,"Portland, OR",2023-01-14 22:19:25,"If the @AZCardinals just swapped 2022 drafts with the Seahawks, they’d be the ones in the playoffs. Crazy how much… https://t.co/rjrCyuitd5",0,Twitter for iPhone,
Jason Cigan,18540813,"Portland, OR",2023-01-14 22:16:23,@condre3k Because he’s Seattle’s biggest rap celebrity,0,Twitter for iPhone,
hayden,1518906531923648512,"Portland, OR",2023-01-14 22:14:17,"There's no way Seattle is beating us at home today, absolutely not happening",0,Twitter for Android,
Edgar Mora,1493756822859091968,"Portland, OR",2023-01-14 21:44:50,This is my year let's go Seattle Seahawks let's go to the Superbowl road to the super bowl,0,Twitter for Android,
👻Frank Rodriguez 👻,44407599,PDX,2023-01-14 21:44:13,"Any time we score a FG, it gives Seattle hope to win the game. 

#FTTB",0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-14 21:36:22,Welcome to the playoffs Seattle.,0,Twitter for Android,
Frank Lucas,1305612174304227328,"Portland, OR",2023-01-14 21:34:54,Seattle not gonna go out without a fight.,0,Twitter for iPhone,
The Black Conservative Preacher,1295014168261619713,"Portland, Oregon ",2023-01-14 21:21:07,Once upon a time in a place called #Seattle when a white lady was confronting a Christian black man. #Seahawks   … https://t.co/GMpTbbq4Yv,10,Twitter for Android,
HYPEFEAST MILFORD,1319491499331997698,North Portland ,2023-01-14 21:16:27,"I mean this from the bottom of my heart:

FUCK SEATTLE",0,Twitter for iPhone,
nutslap,756587466585366528,"Portland, OR",2023-01-14 20:41:34,Does anyone I know on here live in Seattle? I need an errands buddy I stg I hate running errands alone ☹️,0,Twitter for iPhone,
david,436258372,"Portland, OR",2023-01-14 20:30:38,@NFLTotalAccess @MJAcostaTV @Mike_Yam @SteveSmithSr89 @adamrank Seattle and Chargers !😎,0,Twitter for iPhone,
Andy Hoyle,437179418,"Portland, OR",2023-01-14 20:26:55,"@Joe_Fann 26-24 Seattle. Let’s ride!!
#Optimism",0,Twitter for iPhone,
